"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xafa6f7a00e089059db60268ad230af5e311c440c","50,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xb6ac0341fcf3fb507a8208d34a97f13779e1393d","50,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xcdbb43a1bacb5fe29ff895c7f79dc9dd0d536f71","50,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x623a12ca60d378705fd170a47b6d32c74367501d","420,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x984ec14dc726b75ca3eb6a94c64d165d37ea823e","50,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x984ec14dc726b75ca3eb6a94c64d165d37ea823e","50,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xad886459640bb990351e69252f9da686a050a168","296,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xfedcba83379eb70e94c28d3837fe2f70e8284d12","357,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xca27c5813c314586434512ab139cad96f6b71750","115,000","Exec Transaction"
"0xb28a443cd867b02a749030faef23b56223f8f0a259ea6fa296a5c1a6c7dbb603","13442997","1634575998","2021-10-18 16:53:18","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x12bd9048b419838e25046040dcd297ab16850280","10,923,000","Exec Transaction"
"0xadd9338a436d22f356d0d29e32859c615bd125d10dc338f044438aa2d48366f5","13491507","1635231599","2021-10-26 06:59:59","0xb9fce340e39e6fdfc641564922c1ef2716f70f04","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","43,927,861.949999998585274368","Exec Transaction"
"0xb6850d937a81d6410a8cb5f297e7cd27782c0304b5b4aaffd1dcce316f4f74e7","13622605","1637010753","2021-11-15 21:12:33","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xb759121e533a343a8964fe43a143a7a6f29c9cd6","30,000,000","Exec Transaction"
"0xa8f74e7dc722d8d16851f1e7b555d875af0fb0e6cdef8a194d026078893d0443","13979792","1641845124","2022-01-10 20:05:24","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x12bd9048b419838e25046040dcd297ab16850280","11,350,000","Exec Transaction"
"0xa8f74e7dc722d8d16851f1e7b555d875af0fb0e6cdef8a194d026078893d0443","13979792","1641845124","2022-01-10 20:05:24","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x099a8a12082a11913690df405030a7e2bead05b1","222,000","Exec Transaction"
"0x873fc0b53533edd9d30f5a7f29196b4a76bd5bcfe33d405f424823a0ded55cf7","13999060","1642102574","2022-01-13 19:36:14","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x976f492a4ec698d07c932eb244b17bbd1645290a","1,528,841.54385","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x8a771e2874b1e8a38cb08ebcb6e1058d27fa64c0","606,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x28861eeec6ab073a36cc299ef8186978893e21ff","735,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x47f238ef7f6b9e4f8452d77228b101f7c0419733","895,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x045a805c83c1d4c9e5a0bdcc5a27efa73d2a3c0b","698,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xe5a64fc0d3396d11eb63d728791577e254ac18ca","846,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xb40f4ce59da4a0b6d10ae605e10fd4e6ca9ed4ae","373,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xe7636c7ef670a3bcf772d9d57244c9e88ad90437","592,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xe2d721c126150beee3c56a1ad71a2e0e29a411f0","740,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x623a12ca60d378705fd170a47b6d32c74367501d","1,085,985","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xcf8422021b408b32983b525778ce45420715f094","755,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x31016ffcebff16c20e74a8610f1650dcb5c01df3","300,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x984ec14dc726b75ca3eb6a94c64d165d37ea823e","435,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x77aeb46470969a68566db09383bcdac2325af0e5","306,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x12bd9048b419838e25046040dcd297ab16850280","1,489,800","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xd26b6de62363ce83d4fa6362da283594d0df4ecc","405,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x39b8889beea01e80210eb56e96d131b00c5e9d9c","750,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x8a3dae25c39b114a0b86e4e7900cb3c29bd8f637","1,256,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x53105ad20960a842e082c60ef243c8c3c49bf518","242,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xe2c3177e57e545ba654083ae37ac717dd2564ffd","1,590,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x3aef6716a492d5be3d8a785b4998b94d5171b732","840,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xab35001e808fb52140f2843b18396594524f6439","192,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x1cda4074cf556aa61009d5ddbbba41d10d2dcd82","336,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xfedcba83379eb70e94c28d3837fe2f70e8284d12","459,300","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xdbd8072cd342a100992fa8c04e784f70e404c721","193,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xb048405efb54e8dce9b9e49eef20acda2a9632d9","858,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xca22f929aa5dbe2db2d0305d31604fe0dfd386b5","230,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x984ec14dc726b75ca3eb6a94c64d165d37ea823e","180,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x735ff6f197b0dc18ebee127dd918d2111eaf8220","1,217,000","Exec Transaction"
"0x20de059e32369f922d0d885cf4ca6831c727af456dda5ad58cef03fd04ad4064","14036974","1642608939","2022-01-19 16:15:39","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x01999e431752136372a3d485f527907a6b02a1d1","580,000","Exec Transaction"
"0x568502019644a4137772cf144713c7ecefd4db394a7bd043358975f50f5eecfd","14074499","1643110144","2022-01-25 11:29:04","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x23db246031fd6f4e81b0814e9c1dc0901a18da2d","16,500","Exec Transaction"
"0x568502019644a4137772cf144713c7ecefd4db394a7bd043358975f50f5eecfd","14074499","1643110144","2022-01-25 11:29:04","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xb6ac0341fcf3fb507a8208d34a97f13779e1393d","16,500","Exec Transaction"
"0x568502019644a4137772cf144713c7ecefd4db394a7bd043358975f50f5eecfd","14074499","1643110144","2022-01-25 11:29:04","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0xe4067ed66738dbdc7b8917703c8c380d898033f8","16,500","Exec Transaction"
"0xf37f61571028735f087b5992b21e8d5197ef26dba187b60c6f0cf969397fe24a","14141952","1644009351","2022-02-04 21:15:51","0xd26b6de62363ce83d4fa6362da283594d0df4ecc","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","500","Exec Transaction"
"0xc698380616412280c89de4da6a2c6d03780f6d7c64fd75f40f8503cba8e21a38","14210678","1644927829","2022-02-15 12:23:49","0xdc351121342d0d25c80203201386323c1dcc7365","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","71,048,363.015646649250519265","Claim"
"0xd752a45e39582453bb271fbfe5a4f411ca1f5f560f9c378f975af0fd7d0e4dc2","14216727","1645009242","2022-02-16 11:00:42","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x12bd9048b419838e25046040dcd297ab16850280","500,000","Exec Transaction"
"0xb57a02f585a32400933fdabd8ec124dfa8eb42708f448577888006d824ebe7ed","14398775","1647449107","2022-03-16 16:45:07","0x2c51eaa1bcc7b013c3f1d5985cdcb3c56dc3fbc1","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","10,158,171.242914682580362509","Exec Transaction"
"0xedaaf656f5b298424a335698a8842e444c93e127f3156dbaa64990a0bc101f9f","14398852","1647450167","2022-03-16 17:02:47","0xf26d1bb347a59f6c283c53156519cc1b1abaca51","0x1a80afe14143637c0b7609e6e276464e4f748014","10,107,399.999999999999977243","Exec Transaction"
